transaction_id,account_id,transaction_date,amount,transaction_type,category,description,merchant,currency,status
2189,5286,2023-11-28,3812.97,credit,utility,Whole Foods,Whole Foods,USD,Completed
2190,5081,"Dec 25, 2023",560.23,Credit,health,,United Airlines,USD,Pending
2191,5076,05/06/2024,1050.63,CR,dining,United Airlines,United Airlines,USD,Completed
2192,5211,2023-10-30,-4356.47,debit,CASH,N/A,Apple,USD,declined
2193,5369,21-Feb-2024,1288.05,CR,Hotel,Hotel,Shell,USD,completed
2194,5203,26-Aug-2023,-4848.1,DEBIT,wire transfer,N/A,Amazon,USD,F
2195,5240,08-Jun-2024,-426.59,debit,CASH,ATM Withdrawal,Google,USD,failed
2196,5095,02/07/2024,2445.72,CR,Xfer,Transfer,Target,USD,Declined
2197,5365,03/18/2024,-4137.12,DEBIT,medical,Apple,Apple,USD,COMPLETED
2198,5322,2023-04-27,-2637.36,Debit,MEDICAL,CVS Pharmacy,CVS Pharmacy,USD,P
2199,5035,"Sep 03, 2023",4304.85,Credit,food & drink,CVS Pharmacy,CVS Pharmacy,USD,Pending
2200,5171,2024-01-17,-1047.92,debit,Cash,CVS Pharmacy,CVS Pharmacy,MXN,COMPLETED
2201,5319,"Jan 18, 2024",5050.69,DEBIT,F&D,F&D,Shell,USD,declined
2202,5163,2024-02-11,3792.7,debit,ATM Cash,Shell,Shell,USD,completed
2203,5248,04/02/2024,-8227.13,DEBIT,Shopping,N/A,N/A,USD,F
2204,5102,10/01/2023,5035.09,CR,DD,Walmart,Walmart,USD,pending
2205,5391,04/02/2023,-6491.13,DR,Medical,Target,Target,EUR,declined
2206,5397,2024-04-05,9312.16,credit,food,CVS Pharmacy,CVS Pharmacy,GBP,Completed
2207,5397,2023-09-15,7296.75,credit,Bills,N/A,Netflix,USD,F
2208,5308,2023-09-13,-4951.84,debit,Food & Dining,Food & Dining,Starbucks,CAD,Complete
2209,5145,"Jan 26, 2023",-5252.68,debit,Shopping,Shopping,Apple,USD,failed
2210,5095,04/19/2023,-924.43,DEBIT,Utilities,Walmart,Walmart,USD,declined
2211,5221,"Apr 03, 2024",-2454.39,Debit,health,health,Whole Foods,USD,Completed
2212,5235,10/01/2023,5689.17,DR,DD,Payroll,N/A,USD,FAILED
2213,5133,2024-03-19,9201.91,credit,Retail,Retail,CVS Pharmacy,USD,Completed
2214,5147,2023-12-20,2234.41,DR,Restaurants,,Shell,USD,COMPLETED
2215,5371,27-Nov-2023,8433.14,Credit,UTILITIES,,Target,USD,pending
2216,5131,"Apr 07, 2023",938.91,CREDIT,Cash,ATM Withdrawal,Shell,USD,P
2217,5382,14-Jan-2023,-4788.49,DEBIT,purchase,Shell,Shell,USD,Declined
2218,5073,04/30/2024,5184.85,Debit,retail,retail,Spotify,USD,Pending
2219,5341,02/29/2024,4138.68,Credit,Cash,unknown,Walmart,USD,Pending
2220,5119,2023-09-18,5824.1,CREDIT,Xfer,Xfer,CVS Pharmacy,USD,declined
2221,5069,06/10/2024,-8178.63,debit,food,null,Amazon,USD,failed
2222,5389,21-Oct-2023,2121.27,Credit,salary,salary,Apple,USD,Failed
2223,5038,"Feb 01, 2023",9022.97,credit,utilities,unknown,Google,USD,Declined
2224,5294,2023-02-21,-6077.81,DEBIT,medical,Healthcare,Google,USD,failed
2225,5032,"Oct 30, 2023",4838.81,CR,restaurants,N/A,Walmart,USD,FAILED
2226,5244,12/21/2023,8231.71,DEBIT,utilities,utilities,Whole Foods,USD,C
2227,5066,04-Jan-2024,4285.16,CR,HOTEL,Travel,Apple,USD,COMPLETED
2228,5055,"Jun 17, 2024",-886.63,DEBIT,shopping,shopping,Whole Foods,USD,P
2229,5118,10-Feb-2024,-1676.11,DEBIT,Airline,N/A,Netflix,USD,F
2230,5244,02/27/2023,6665.14,Credit,MEDICAL,Healthcare,Whole Foods,USD,COMPLETED
2231,5163,"Nov 14, 2023",8095.8,CR,Healthcare,Healthcare,CVS Pharmacy,USD,P
2232,5390,13-Jun-2024,6817.29,credit,healthcare,Shell,Shell,USD,F
2233,5300,19-May-2023,6767.54,CR,TRANSFER,Transfer,Apple,USD,completed
2234,5317,"Oct 15, 2023",-4696.63,Debit,airline,Spotify,Spotify,USD,C
2235,5393,2024-05-20,-6726.29,Debit,travel,Travel,N/A,USD,F
2236,5016,10-Apr-2023,-4794.29,DR,PAYROLL,unknown,Walmart,USD,Pending
2237,5301,2023-12-15,-8237.02,debit,xfer,Transfer,Apple,USD,Completed
2238,5366,29-Sep-2023,6599.32,DEBIT,retail,N/A,Apple,USD,pending
2239,5179,"May 12, 2023",8108.21,CREDIT,Direct Deposit,Direct Deposit,Spotify,USD,FAILED
2240,5170,"Mar 07, 2023",2063.64,Credit,CASH,United Airlines,United Airlines,USD,failed
2241,5230,10-May-2024,-2021.21,Debit,HOTEL,Travel,CVS Pharmacy,USD,Complete
2242,5341,"Mar 13, 2023",6734.46,credit,Restaurants,Food & Dining,null,USD,failed
2243,5352,"Jul 06, 2023",-811.64,debit,F&D,null,United Airlines,USD,Declined
2244,5343,07-Oct-2023,7539.93,credit,TRAVEL,TRAVEL,Target,USD,Pending
2245,5200,09-Mar-2024,9400.92,CREDIT,UTILITIES,UTILITIES,Spotify,EUR,declined
2246,5186,"Nov 30, 2023",-4651.9,debit,Hotel,Hotel,Apple,USD,P
2247,5353,2023-08-18,-7990.96,DR,salary,United Airlines,United Airlines,USD,Failed
2248,5358,29-Jul-2023,8854.41,DR,Health,Google,Google,CAD,Complete
2249,5298,2023-02-09,-5981.07,DR,Shopping,unknown,Amazon,USD,Complete
2250,5200,2023-05-29,-3408.32,debit,Transfer,Google,Google,GBP,Declined
2251,5257,04/21/2023,7038.77,Credit,Xfer,unknown,Apple,USD,Pending
2252,5082,09-May-2024,-7617.42,DR,ATM Cash,Shell,Shell,USD,P
2253,5304,02/07/2023,-9364.08,DR,travel,,Google,USD,Completed
2254,5026,05/11/2023,7371.56,Credit,utilities,N/A,Spotify,USD,Declined
2255,5135,03/06/2024,612.15,DEBIT,DINING,Food & Dining,Google,USD,P
2256,5137,26-Jun-2023,-6863.39,DR,Shopping,Shopping,Shell,USD,COMPLETED
2257,5113,01/13/2024,6562.94,CR,shopping,Shopping,United Airlines,USD,F
2258,5342,"Jun 04, 2023",7393.61,Credit,cash,N/A,Target,USD,completed
2259,5192,18-Jul-2023,-8601.87,DEBIT,purchase,N/A,Apple,USD,C
2260,5212,11-Oct-2023,322.34,Credit,SHOPPING,Shopping,Walmart,USD,P
2261,5280,2023-02-20,3830.25,CREDIT,hotel,Travel,Shell,USD,Pending
2262,5272,11-Jan-2023,-5339.55,DR,Transfer,unknown,Starbucks,USD,pending
2263,5041,08/06/2023,-3581.44,DEBIT,Hotel,Whole Foods,Whole Foods,USD,Declined
2264,5228,"Mar 29, 2024",9253.66,CR,Salary,Salary,Google,USD,P
2265,5059,2023-03-18,1723.34,Credit,Shopping,Shell,Shell,USD,COMPLETED
2266,5060,"Oct 24, 2023",-8628.79,Debit,food & drink,food & drink,Apple,MXN,Failed
2267,5039,2023-10-04,-4625.23,DR,retail,null,Spotify,USD,F
2268,5153,11-May-2024,4141.02,CR,Bills,Starbucks,Starbucks,USD,PENDING
2269,5060,08-Sep-2023,9112.34,DR,xfer,xfer,Spotify,USD,Pending
2270,5246,"Sep 14, 2023",4592.56,Debit,HOTEL,N/A,Netflix,USD,Pending
2271,5197,2023-03-16,3155.71,Credit,WIRE,Transfer,Spotify,USD,declined
2272,5031,28-Nov-2023,2723.91,CR,food & drink,Netflix,Netflix,USD,Completed
2273,5166,03/10/2023,2878.41,DR,UTIL,UTIL,Target,USD,Complete
2274,5029,21-Feb-2024,1921.49,Credit,shopping,Shopping,CVS Pharmacy,USD,Failed
2275,5203,"Jun 10, 2023",-6687.59,debit,CASH,CASH,Shell,USD,F
2276,5360,05/02/2024,-8093.57,debit,Bills,unknown,Spotify,USD,Declined
2277,5198,26-Feb-2024,6245.14,CREDIT,dining,Amazon,Amazon,USD,Pending
2278,5339,02/17/2023,-5706.11,debit,TRAVEL,TRAVEL,Spotify,USD,FAILED
2279,5076,2024-02-19,-4262.62,DEBIT,shopping,Starbucks,Starbucks,USD,pending
2280,5256,04-May-2023,4200.29,CR,WIRE,Transfer,Apple,USD,FAILED
2281,5303,16-Apr-2024,68.88,CREDIT,Restaurants,Restaurants,Amazon,USD,FAILED
2282,5201,2023-12-13,4155.66,CREDIT,TRAVEL,Google,Google,USD,completed
2283,5098,"Feb 16, 2023",-3946.96,Debit,MEDICAL,Healthcare,Whole Foods,USD,Declined
2284,5094,"May 10, 2024",4273.61,Debit,shopping,Shopping,Whole Foods,USD,PENDING
2285,5124,03-Jan-2023,1826.86,CREDIT,Health,Health,N/A,CAD,Declined
2286,5218,"Jun 12, 2024",-4209.49,DR,Wire,unknown,unknown,USD,PENDING
2287,5191,25-Dec-2023,7454.5,CREDIT,Retail,null,Amazon,USD,PENDING
2288,5338,14-May-2023,2790.52,credit,Shopping,,Shell,USD,COMPLETED
2289,5109,2023-12-17,7182.93,Debit,Airline,Walmart,Walmart,USD,completed
2290,5190,2023-03-02,-5509.03,debit,Airline,Travel,Apple,MXN,Pending
2291,5326,2024-01-11,-849.57,debit,medical,Healthcare,Shell,USD,Completed
2292,5160,2023-12-10,9015.2,Debit,Payroll,unknown,unknown,USD,C
2293,5311,11/12/2023,-4152.96,debit,UTIL,UTIL,United Airlines,USD,pending
2294,5150,05/13/2024,1565.89,credit,ATM Cash,ATM Cash,unknown,USD,Pending
2295,5034,2023-10-31,-2586.12,DR,ATM Withdrawal,ATM Withdrawal,Amazon,USD,C
2296,5183,05-Aug-2023,-6664.32,DR,Restaurants,Food & Dining,Walmart,USD,failed
2297,5295,2024-01-21,484.78,CR,WIRE,N/A,Amazon,USD,pending
2298,5274,2023-04-16,-2184.09,DEBIT,Utilities,Netflix,Netflix,USD,Completed
2299,5052,01/26/2024,-2481.27,Debit,DD,N/A,Shell,USD,completed
2300,5066,27-Mar-2024,-4756.0,Debit,MEDICAL,null,Google,USD,C
2301,5187,2023-02-08,1138.34,Credit,dining,,CVS Pharmacy,USD,Completed
2302,5143,26-Jun-2023,-784.53,DEBIT,health,Healthcare,Starbucks,USD,Pending
2303,5095,16-Mar-2024,-9201.22,Debit,direct deposit,Starbucks,Starbucks,USD,completed
2304,5338,2023-04-28,-7769.29,DEBIT,utility,utility,Target,USD,F
2305,5281,"Jul 16, 2023",-5645.58,Debit,airline,Travel,Apple,USD,FAILED
2306,5249,10/16/2023,4147.87,DEBIT,xfer,Walmart,Walmart,USD,Complete
2307,5145,06/08/2023,-3244.78,Debit,SHOPPING,Walmart,Walmart,EUR,completed
2308,5353,04-Jan-2024,8003.58,CREDIT,Shopping,Shopping,Apple,USD,Declined
2309,5247,12/14/2023,-3819.25,debit,food & drink,Food & Dining,Netflix,USD,PENDING
2310,5081,"Apr 27, 2024",-3717.88,debit,transfer,Transfer,Whole Foods,USD,FAILED
2311,5128,"Jun 05, 2023",-1505.24,Debit,medical,N/A,Google,USD,C
2312,5223,12/10/2023,7242.24,CR,xfer,Spotify,Spotify,USD,C
2313,5311,"Jul 18, 2023",3962.86,CR,Xfer,N/A,Google,USD,P
2314,5134,01/05/2023,3841.8,CR,shopping,Shopping,Amazon,USD,pending
2315,5064,07/31/2023,4277.3,DEBIT,WIRE,WIRE,Netflix,EUR,Complete
2316,5053,2023-11-23,1002.2,debit,Transfer,Transfer,Amazon,USD,P
2317,5271,10-Jan-2024,1049.2,Credit,Utilities,unknown,Walmart,USD,Complete
2318,5134,"Mar 30, 2023",7633.14,DR,retail,Whole Foods,Whole Foods,MXN,Completed
2319,5149,02/11/2024,-3899.37,Debit,DINING,DINING,CVS Pharmacy,USD,declined
2320,5173,04/18/2023,9103.77,credit,ATM Cash,ATM Withdrawal,United Airlines,USD,Completed
2321,5272,2023-10-24,3069.92,CR,food,Food & Dining,Google,USD,Failed
2322,5314,05/04/2024,-8239.09,DR,shopping,null,null,USD,P
2323,5048,"Feb 05, 2024",2764.36,Credit,ATM,ATM Withdrawal,Amazon,USD,declined
2324,5144,"Jul 22, 2023",5882.03,Debit,restaurants,restaurants,Google,USD,pending
2325,5021,"May 08, 2024",9357.02,CR,DINING,DINING,Shell,USD,completed
2326,5119,"Jun 22, 2023",5063.49,Debit,airline,airline,Spotify,USD,F
2327,5168,20-Sep-2023,2819.5,Credit,food,food,Shell,USD,failed
2328,5044,06/02/2024,2957.91,CR,health,,,USD,F
2329,5220,10-Aug-2023,9376.42,Credit,medical,Healthcare,Shell,USD,C
2330,5173,2023-09-07,368.54,CR,hotel,hotel,Spotify,USD,completed
2331,5228,"May 29, 2023",7539.41,debit,TRANSFER,N/A,Shell,USD,C
2332,5010,"Apr 29, 2023",2968.32,Credit,food,food,Amazon,CAD,COMPLETED
2333,5197,02/25/2023,-9402.09,Debit,Utilities,Utilities,Whole Foods,USD,pending
2334,5049,27-Oct-2023,1808.67,credit,DINING,Spotify,Spotify,MXN,PENDING
2335,5379,2023-09-14,7243.13,CREDIT,food & drink,Food & Dining,Spotify,USD,Declined
2336,5388,07-Dec-2023,4189.83,CREDIT,health,Whole Foods,Whole Foods,USD,completed
2337,5242,2024-03-18,-1730.95,Debit,UTIL,unknown,Walmart,USD,pending
2338,5168,"Mar 09, 2024",2801.81,Credit,DINING,CVS Pharmacy,CVS Pharmacy,USD,completed
2339,5341,"Nov 05, 2023",4473.31,Credit,food & drink,CVS Pharmacy,CVS Pharmacy,USD,COMPLETED
2340,5202,05/05/2023,4414.14,credit,retail,Shopping,Netflix,USD,PENDING
2341,5055,21-Nov-2023,634.5,DEBIT,TRANSFER,Netflix,Netflix,USD,declined
2342,5157,"Mar 02, 2024",707.37,Credit,airline,Google,Google,USD,completed
2343,5294,2023-01-01,5672.96,CREDIT,medical,medical,CVS Pharmacy,USD,C
2344,5004,2023-05-06,3832.11,CR,WIRE,Transfer,Whole Foods,USD,completed
2345,5345,09-May-2023,5056.92,credit,airline,unknown,Whole Foods,USD,Failed
2346,5195,2024-01-02,117.03,CREDIT,Medical,null,United Airlines,USD,P
2347,5077,2023-10-25,-4001.46,DEBIT,TRANSFER,Transfer,Apple,USD,C
2348,5243,11/21/2023,8955.03,Debit,Salary,Payroll,Starbucks,CAD,F
2349,5041,03/08/2024,521.68,CREDIT,Salary,Salary,Shell,USD,C
2350,5353,03/08/2024,1396.05,CR,Medical,Medical,Shell,USD,completed
2351,5222,2023-10-04,4086.98,DEBIT,Shopping,Shopping,Apple,USD,failed
2352,5346,2023-10-25,8405.7,credit,Health,,Netflix,USD,P
2353,5220,25-Nov-2023,509.32,Credit,Hotel,Google,Google,USD,failed
2354,5146,"May 15, 2024",2284.99,Credit,salary,salary,Apple,USD,pending
2355,5389,05/04/2024,6316.44,CREDIT,food,Food & Dining,Shell,USD,failed
2356,5360,2024-05-10,2414.82,Credit,Shopping,unknown,unknown,CAD,Failed
2357,5204,03-Apr-2024,-7008.9,debit,Payroll,null,null,USD,declined
2358,5293,06/06/2023,-4246.22,DR,xfer,Google,Google,USD,completed
2359,5219,2023-04-08,-8187.58,Debit,wire transfer,,Netflix,MXN,P
2360,5104,04/02/2023,9120.29,CR,transfer,transfer,Netflix,USD,Complete
2361,5124,03/25/2023,3707.27,CREDIT,ATM Withdrawal,Google,Google,USD,F
2362,5220,"May 07, 2023",6546.45,DEBIT,healthcare,healthcare,CVS Pharmacy,USD,COMPLETED
2363,5104,11/20/2023,-6645.91,Debit,airline,Travel,Starbucks,USD,Failed
2364,5130,09-Jul-2023,5642.63,DEBIT,dining,dining,unknown,USD,Pending
2365,5026,04-Dec-2023,9112.96,Credit,CASH,Spotify,Spotify,USD,FAILED
2366,5379,05/18/2024,-3756.73,Debit,airline,airline,CVS Pharmacy,USD,P
2367,5370,2023-04-12,7456.53,Debit,Health,Health,Apple,CAD,failed
2368,5107,21-Feb-2023,4517.05,debit,Transfer,Spotify,Spotify,USD,FAILED
2369,5375,"Apr 17, 2023",1325.48,Debit,atm,atm,Netflix,USD,P
2370,5386,26-Nov-2023,8940.79,DEBIT,Travel,,Amazon,USD,P
2371,5106,2024-05-06,-2140.09,DR,ATM,ATM Withdrawal,Apple,USD,Failed
2372,5306,03-Aug-2023,3538.2,credit,travel,travel,Starbucks,USD,P
2373,5002,"Jul 22, 2023",9353.78,Credit,Airline,Travel,Whole Foods,USD,failed
2374,5129,2023-09-30,2909.58,DEBIT,healthcare,Amazon,Amazon,USD,declined
2375,5120,2023-12-31,8961.65,Credit,Purchase,Shopping,Walmart,USD,failed
2376,5285,"Jul 03, 2023",-9428.12,DEBIT,bills,Netflix,Netflix,EUR,Complete
2377,5238,"Mar 13, 2023",7316.6,Credit,Retail,,Amazon,EUR,pending
2378,5349,"May 20, 2024",2025.85,credit,F&D,Food & Dining,Walmart,USD,completed
2379,5303,07-Dec-2023,2092.86,CR,Purchase,Shopping,Whole Foods,USD,Complete
2380,5250,2024-05-19,80.99,CR,WIRE,WIRE,N/A,USD,declined
2381,5027,"Jan 15, 2023",4915.4,credit,DD,Starbucks,Starbucks,EUR,COMPLETED
2382,5153,03/17/2024,2317.18,CREDIT,salary,Payroll,Shell,USD,Pending
2383,5367,"Aug 13, 2023",8694.43,credit,health,health,N/A,USD,declined
2384,5383,05-Feb-2023,-5213.42,debit,Retail,Shopping,Google,USD,declined
2385,5276,"Apr 12, 2023",8167.28,DEBIT,MEDICAL,Healthcare,Google,USD,Declined
2386,5374,02-Apr-2024,9462.51,DEBIT,direct deposit,null,Shell,GBP,PENDING
2387,5144,01/10/2023,1112.79,CR,ATM,ATM Withdrawal,Spotify,USD,declined
2388,5013,2023-03-15,8209.04,CREDIT,UTIL,Utilities,CVS Pharmacy,USD,Declined
2389,5131,06-Oct-2023,2939.32,debit,Medical,null,null,USD,C
2390,5184,2023-09-15,5020.49,CR,Hotel,United Airlines,United Airlines,USD,declined
2391,5283,"May 26, 2023",4038.07,DR,Salary,Google,Google,USD,FAILED
2392,5041,2023-04-02,6342.41,CREDIT,transfer,Transfer,Shell,MXN,Pending
2393,5290,2023-12-04,-2283.27,debit,Restaurants,,Starbucks,USD,failed
2394,5141,05/07/2024,8342.02,credit,Hotel,Hotel,Whole Foods,USD,completed
2395,5299,"Apr 14, 2024",551.09,DR,medical,null,Starbucks,USD,C
2396,5188,2024-06-01,6490.56,Credit,ATM Withdrawal,ATM Withdrawal,Walmart,CAD,Declined
2397,5228,2023-05-11,-7290.76,Debit,direct deposit,Shell,Shell,USD,declined
2398,5154,06/26/2024,-8446.28,DEBIT,Payroll,Whole Foods,Whole Foods,USD,P
2399,5380,"May 30, 2024",6118.54,Credit,Travel,unknown,Apple,USD,F
2400,5131,"Apr 26, 2024",-5046.21,DEBIT,Bills,Utilities,Walmart,USD,pending
2401,5065,2024-04-02,-4135.13,DR,salary,Payroll,Google,USD,Failed
2402,5098,"Jan 09, 2024",7966.9,Credit,Cash,ATM Withdrawal,Spotify,CAD,P
2403,5182,"Mar 06, 2024",-5464.46,DR,hotel,N/A,Google,GBP,Completed
2404,5339,"Nov 07, 2023",4536.47,credit,salary,null,null,USD,declined
2405,5029,19-May-2023,174.56,DEBIT,Purchase,null,null,GBP,F
2406,5166,16-May-2023,-9436.94,DEBIT,Retail,Netflix,Netflix,USD,Pending
2407,5376,2023-12-11,8951.27,DR,Hotel,Target,Target,USD,Completed
2408,5290,12/16/2023,94.7,CR,UTILITIES,unknown,Apple,USD,pending
2409,5293,"Dec 01, 2023",-8994.24,DEBIT,Travel,N/A,Apple,USD,Completed
2410,5121,24-Feb-2024,5796.6,CR,health,health,Starbucks,EUR,failed
2411,5395,"Oct 20, 2023",-3424.05,DR,utility,unknown,CVS Pharmacy,MXN,failed
2412,5270,09/20/2023,-4664.75,DEBIT,ATM Withdrawal,,United Airlines,USD,Failed
2413,5171,"Jan 23, 2023",3260.18,debit,TRAVEL,Travel,Spotify,USD,PENDING
2414,5320,05-Jun-2024,-508.92,debit,atm,ATM Withdrawal,Google,USD,COMPLETED
2415,5107,2024-05-06,-1690.4,Debit,Direct Deposit,Payroll,Walmart,USD,FAILED
2416,5195,2023-12-27,-6126.54,DEBIT,TRANSFER,Transfer,null,USD,P
2417,5080,04/18/2024,4129.7,CREDIT,xfer,Transfer,Apple,USD,F
2418,5097,25-Aug-2023,-5726.4,DR,food & drink,food & drink,Spotify,USD,P
2419,5346,"Aug 01, 2023",-8365.2,DEBIT,hotel,hotel,CVS Pharmacy,USD,C
2420,5322,2023-11-29,-93.41,Debit,restaurants,unknown,Apple,USD,Failed
2421,5105,"Mar 18, 2023",3399.27,CREDIT,healthcare,healthcare,United Airlines,USD,C
2422,5336,09-Nov-2023,4426.14,CR,utility,Utilities,Whole Foods,USD,F
2423,5088,2024-06-23,-1575.38,DEBIT,medical,Walmart,Walmart,USD,Completed
2424,5227,"Jan 24, 2024",-3583.59,DR,cash,cash,Shell,USD,completed
2425,5341,10-Jun-2024,-174.35,debit,DINING,DINING,Target,USD,F
2426,5353,12-Sep-2023,9389.61,CREDIT,Travel,unknown,Walmart,USD,Complete
2427,5184,2023-11-22,5533.6,credit,food,,,USD,P
2428,5155,2024-01-14,8011.93,credit,medical,Healthcare,Google,USD,failed
2429,5355,04/17/2024,877.53,CREDIT,Direct Deposit,Payroll,CVS Pharmacy,USD,COMPLETED
2430,5054,2024-03-31,2025.0,CR,Bills,Amazon,Amazon,USD,Failed
2431,5088,28-Feb-2024,-7857.49,Debit,ATM,ATM Withdrawal,Apple,USD,Completed
2432,5213,21-Mar-2023,-3622.66,DR,bills,Utilities,Apple,USD,C
2433,5128,2023-12-16,-7872.55,debit,Restaurants,Food & Dining,Shell,CAD,declined
2434,5162,09/06/2023,5436.09,DR,TRANSFER,Spotify,Spotify,USD,F
2435,5388,"May 21, 2024",-3963.41,DEBIT,Hotel,Shell,Shell,USD,Completed
2436,5140,"Jun 23, 2023",-3807.36,debit,ATM Withdrawal,ATM Withdrawal,Google,USD,F
2437,5374,18-May-2024,-2450.34,Debit,purchase,Shopping,Walmart,CAD,pending
2438,5029,01/13/2024,5391.89,CREDIT,food,null,Amazon,USD,PENDING
2439,5378,01/26/2024,2495.94,credit,Shopping,Starbucks,Starbucks,USD,F
2440,5075,"Feb 19, 2024",5035.8,debit,Travel,Travel,Apple,GBP,pending
2441,5262,"Sep 16, 2023",-2787.19,DR,Travel,,Amazon,USD,failed
2442,5276,03/22/2023,419.82,DEBIT,Travel,null,Target,USD,pending
2443,5211,"Apr 18, 2023",2390.71,credit,food & drink,null,null,USD,Completed
2444,5042,13-Apr-2024,9134.64,debit,purchase,purchase,Netflix,USD,P
2445,5146,"Jan 12, 2024",-4150.17,DR,Retail,unknown,United Airlines,USD,COMPLETED
2446,5353,05-Apr-2023,7862.24,Credit,ATM Cash,ATM Cash,Walmart,USD,Completed
2447,5326,"Jun 04, 2023",1506.02,CREDIT,wire transfer,unknown,Whole Foods,USD,declined
2448,5144,2023-02-25,-6526.57,DEBIT,transfer,Transfer,United Airlines,CAD,COMPLETED
2449,5344,2023-06-19,3848.14,Credit,purchase,purchase,Amazon,CAD,Pending
2450,5252,2023-02-09,-8312.57,debit,Wire,Wire,CVS Pharmacy,USD,declined
2451,5191,"Dec 12, 2023",-1004.18,DR,retail,Target,Target,MXN,P
2452,5204,07/17/2023,9375.33,Credit,health,Healthcare,Whole Foods,GBP,Failed
2453,5076,"Jul 02, 2023",-2621.85,debit,purchase,null,null,CAD,Declined
2454,5105,2024-05-24,6042.36,credit,Xfer,,Apple,USD,pending
2455,5166,"Oct 27, 2023",8090.82,Credit,Direct Deposit,Payroll,Starbucks,USD,Complete
2456,5360,11/17/2023,6735.03,CR,Healthcare,,Spotify,USD,Pending
2457,5320,2023-01-06,-4441.58,debit,direct deposit,Whole Foods,Whole Foods,USD,PENDING
2458,5008,2023-05-10,-1519.0,DEBIT,Travel,N/A,N/A,USD,declined
2459,5323,2023-02-21,8697.88,CR,wire transfer,Netflix,Netflix,USD,COMPLETED
2460,5249,11-Nov-2023,1520.02,CREDIT,F&D,F&D,Shell,USD,COMPLETED
2461,5007,01/15/2024,3427.56,CREDIT,cash,Shell,Shell,USD,PENDING
2462,5042,04/05/2023,6388.95,CREDIT,HOTEL,Travel,Walmart,USD,declined
2463,5272,2023-10-01,3409.78,credit,Transfer,N/A,N/A,GBP,C
2464,5324,"Feb 12, 2023",644.51,Credit,DD,N/A,Target,USD,FAILED
2465,5320,2023-05-29,-5432.01,DEBIT,MEDICAL,MEDICAL,Whole Foods,USD,failed
2466,5190,"Jul 02, 2023",461.1,CREDIT,bills,Utilities,Amazon,USD,COMPLETED
2467,5155,2023-05-07,1950.03,credit,Bills,Bills,Netflix,USD,declined
2468,5221,03-Feb-2024,-4092.02,DR,Direct Deposit,Starbucks,Starbucks,USD,Pending
2469,5216,2023-05-01,7164.65,credit,Shopping,null,Whole Foods,USD,Failed
2470,5282,05/05/2024,2169.29,debit,health,health,Whole Foods,USD,FAILED
2471,5266,2024-06-21,-6283.78,Debit,Utilities,Utilities,Starbucks,USD,F
2472,5159,09/09/2023,-4073.61,debit,medical,N/A,Google,USD,Pending
2473,5245,06/02/2024,1924.9,CREDIT,medical,Healthcare,CVS Pharmacy,USD,Declined
2474,5285,06/22/2024,1804.93,CR,atm,Spotify,Spotify,USD,PENDING
2475,5256,"Feb 21, 2023",944.02,DR,hotel,hotel,Apple,USD,pending
2476,5236,2024-06-24,6165.06,DR,cash,cash,United Airlines,MXN,PENDING
2477,5302,"Feb 18, 2023",-3510.74,DEBIT,PAYROLL,PAYROLL,Walmart,USD,COMPLETED
2478,5324,2023-10-20,9437.34,Credit,WIRE,WIRE,,USD,C
2479,5287,01/05/2023,2456.29,CR,Purchase,Purchase,Starbucks,USD,C
2480,5214,2023-11-22,-4350.3,Debit,Health,N/A,Walmart,USD,FAILED
2481,5217,"Feb 29, 2024",3042.36,CR,Payroll,Payroll,Amazon,USD,Declined
2482,5360,"Aug 05, 2023",8762.37,CREDIT,TRAVEL,N/A,Target,USD,Completed
2483,5148,03/24/2023,9069.52,credit,purchase,Shopping,CVS Pharmacy,USD,C
2484,5086,"May 03, 2023",-3683.74,DEBIT,hotel,hotel,Walmart,MXN,PENDING
2485,5116,09-Feb-2023,8208.34,DR,Purchase,null,CVS Pharmacy,USD,C
2486,5007,"Apr 28, 2023",4266.25,DR,Retail,Shell,Shell,USD,failed
2487,5065,2023-11-20,-8113.49,DR,Purchase,N/A,Spotify,GBP,COMPLETED
2488,5070,2024-03-06,415.83,credit,Airline,Airline,Starbucks,USD,P
2489,5084,"Mar 24, 2024",3868.56,Credit,bills,bills,Whole Foods,USD,COMPLETED
2490,5184,16-Sep-2023,-4759.93,DR,Health,,,USD,Pending
2491,5255,10/03/2023,1908.13,credit,Restaurants,null,Spotify,USD,COMPLETED
2492,5247,2023-08-26,-6151.86,Debit,Shopping,unknown,United Airlines,USD,completed
2493,5146,02/07/2023,447.04,CREDIT,Transfer,Transfer,Starbucks,MXN,Completed
2494,5050,04/30/2024,1238.65,CR,Salary,Payroll,Apple,USD,declined
2495,5332,11/19/2023,6784.08,CR,ATM Cash,ATM Cash,N/A,USD,completed
2496,5211,"Feb 11, 2024",7354.44,credit,purchase,Shopping,Amazon,USD,Declined
2497,5061,05/21/2024,-6355.31,Debit,Xfer,,Target,USD,pending
2498,5132,09-Sep-2023,-7246.71,Debit,direct deposit,direct deposit,null,USD,C
2499,5256,"May 17, 2024",-777.01,Debit,payroll,Netflix,Netflix,USD,Pending
2500,5307,05/20/2024,-8854.01,DEBIT,retail,retail,Target,USD,Completed
2501,5051,13-Feb-2024,-195.45,Debit,Direct Deposit,Starbucks,Starbucks,USD,Complete
2502,5117,29-May-2023,6451.82,CR,DD,null,Amazon,USD,PENDING
